,flux,unix_time
664,23.0,1651834426.9111688
665,23.0,1651834427.0137985
666,23.0,1651834427.1119618
667,23.0,1651834427.2144115
668,23.0,1651834427.3166792
669,23.0,1651834427.4151697
670,23.0,1651834427.5173247
671,23.0,1651834427.6197271
672,23.0,1651834427.718026
673,23.0,1651834427.8204215
674,23.0,1651834427.9229705
675,23.0,1651834428.0214586
676,23.0,1651834428.1235616
677,23.0,1651834428.2259347
678,23.0,1651834428.3243358
679,23.0,1651834428.4267402
680,23.0,1651834428.5291686
681,23.0,1651834428.6274436
682,23.0,1651834428.72975
683,23.0,1651834428.8281298
684,23.0,1651834428.9304852
685,23.0,1651834429.0328045
686,23.0,1651834429.1312244
687,23.0,1651834429.233518
688,23.0,1651834429.3357992
689,23.0,1651834429.4341013
690,23.0,1651834429.5365725
691,23.0,1651834429.6390002
692,23.0,1651834429.7373908
693,23.0,1651834429.8397655
694,23.0,1651834429.942169
695,23.0,1651834430.040416
696,23.0,1651834430.1427257
697,23.0,1651834430.2451766
698,23.0,1651834430.3436303
699,23.0,1651834430.445951
700,23.0,1651834430.5482655
701,23.0,1651834430.6466641
702,23.0,1651834430.7488258
703,23.0,1651834430.8512733
704,23.0,1651834430.9495933
705,23.0,1651834431.0521142
706,23.0,1651834431.1504135
707,23.0,1651834431.2527747
708,23.0,1651834431.3551843
709,23.0,1651834431.4535966
710,23.0,1651834431.5560482
711,23.0,1651834431.658146
712,23.0,1651834431.7565944
713,23.0,1651834431.8590925
714,23.0,1651834431.961249
715,23.0,1651834432.0597944
716,23.0,1651834432.162016
717,23.0,1651834432.264346
718,23.0,1651834432.3628335
719,23.0,1651834432.46532
720,23.0,1651834432.5674539
721,23.0,1651834432.6659007
722,23.0,1651834432.7680905
723,23.0,1651834432.8705323
724,23.0,1651834432.969022
725,23.0,1651834433.0711741
726,23.0,1651834433.1737132
727,23.0,1651834433.2719233
728,23.0,1651834433.37434
729,23.0,1651834433.4727018
730,23.0,1651834433.5752451
731,23.0,1651834433.6775155
732,23.0,1651834433.7756474
733,23.0,1651834433.8782408
734,23.0,1651834433.980421
735,23.0,1651834434.079083
736,23.0,1651834434.1813169
737,23.0,1651834434.2835648
738,23.0,1651834434.3820026
739,23.0,1651834434.4844508
740,23.0,1651834434.5867722
741,23.0,1651834434.6852267
742,23.0,1651834434.7873363
743,23.0,1651834434.8898387
744,23.0,1651834434.9881997
745,23.0,1651834435.0904303
746,23.0,1651834435.1929543
747,23.0,1651834435.2911942
748,23.0,1651834435.3936706
749,23.0,1651834435.496042
750,23.0,1651834435.5944085
751,23.0,1651834435.696704
752,23.0,1651834435.7951972
753,23.0,1651834435.8974166
754,23.0,1651834435.999685
755,23.0,1651834436.0983243
756,23.0,1651834436.2004902
757,23.0,1651834436.3029249
758,23.0,1651834436.4011996
759,23.0,1651834436.5037482
760,23.0,1651834436.6059663
761,23.0,1651834436.704334
762,23.0,1651834436.806504
763,23.0,1651834436.9090755
764,23.0,1651834437.0074296
765,23.0,1651834437.1098113
766,23.0,1651834437.211981
767,23.0,1651834437.3103898
768,22.5,1651834437.4128883
769,21.75,1651834437.5150454
770,21.37,1651834437.6136801
771,20.69,1651834437.7159452
772,20.34,1651834437.818252
773,20.17,1651834437.9168499
774,19.59,1651834438.0189815
775,18.79,1651834438.117352
776,17.9,1651834438.219685
777,16.95,1651834438.3221078
778,15.97,1651834438.4203632
779,15.49,1651834438.5228436
780,15.24,1651834438.6252172
781,15.12,1651834438.7236965
782,15.06,1651834438.8261962
783,15.03,1651834438.928213
784,15.02,1651834439.0265796
785,15.51,1651834439.1290267
786,15.75,1651834439.2312343
787,15.88,1651834439.3297575
788,15.94,1651834439.4322724
789,16.47,1651834439.5343003
790,17.23,1651834439.6327705
791,18.12,1651834439.7352726
792,18.56,1651834439.8376484
793,19.28,1651834439.935944
794,19.64,1651834440.0380695
795,19.82,1651834440.14053
796,20.41,1651834440.2389786
797,21.2,1651834440.3414464
798,22.1,1651834440.443645
799,22.55,1651834440.5420585
800,22.78,1651834440.644422
801,22.89,1651834440.7468183
802,22.94,1651834440.84524
803,22.97,1651834440.9471793
804,22.99,1651834441.0459177
805,22.99,1651834441.1481953
806,23.0,1651834441.2507107
807,23.0,1651834441.3488882
808,23.0,1651834441.45135
809,23.0,1651834441.5538058
810,23.0,1651834441.6520102
811,23.0,1651834441.754426
812,23.0,1651834441.8568027
813,23.0,1651834441.9551346
814,23.0,1651834442.0574167
815,23.0,1651834442.159859
